Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,pageranks,Authority,Hub,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
@slamdeal,@slamdeal,<[2020-09-26T15:53:01.596Z]>,User,,,,,,,Wed Nov 30 00:08:09 CST 2011,,,,"SlamDeal Sportsbook. Sign up now and receive 200% bonus up to $5,000. 
https://t.co/ByQ3MBUEvR

It's a slamdunk.   It's a done deal.   It's a Slamdeal.

#SlamNews",,http://pbs.twimg.com/profile_images/1236068265404686336/FbOwfV-x_bigger.jpg,1277,1779,"Slamuel D. Long, Esq.",Inside you,,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@yomama05231632,@yomama05231632,<[2020-09-26T15:53:02.597Z]>,User,,,,,,,Mon Apr 15 11:16:19 CDT 2019,,,,,,http://pbs.twimg.com/profile_images/1225157233614389250/G563xDew_bigger.jpg,257,9,X3z,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@yuvrajsinghdeol,@yuvrajsinghdeol,<[2020-09-26T15:53:02.912Z]>,User,,,,,,,Sat Aug 19 13:12:10 CDT 2017,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,37,0,Yuvraj Singh Deol,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@luchewo,@luchewo,<[2020-09-26T15:53:06.009Z]>,User,,,,,,,Thu Jan 12 11:11:36 CST 2012,,,,"Hi! My name's Luca 🇮🇹
VGC Player - TCG Newbie - Event Organizer for Cinnabar Lab - Shitposting Enjoyer - Meme Degree - Warning hair might be longer irl",,http://pbs.twimg.com/profile_images/1296809722306273283/LL9FiKIP_bigger.jpg,173,19,RobadaGatti! VGC,"Terni, Umbria",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@danielabrante15,@danielabrante15,<[2020-09-26T15:53:06.477Z]>,User,,,,,,,Fri Jul 31 18:26:35 CDT 2020,,,,"Be who you are and say what you feel, because those who mind don't matter, and those who matter don't mind.",,http://pbs.twimg.com/profile_images/1307423521073762305/VBlWg-z-_bigger.jpg,67,31,Fire Lord Python,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@peachpita,@peachpita,<[2020-09-26T15:53:06.618Z]>,User,,,,,,,Sun Feb 21 06:56:37 CST 2010,,,,"#BTC #CRO #MCO #ELA #ETH #LINK",,http://pbs.twimg.com/profile_images/1301864667258724352/dpQ2985Z_bigger.jpg,670,150,Godzilla.ELA,"Frankfurt am Main, Deutschland",,,,0,2,2,0,2,2,0.000678,0,0,4,3,0.428571,0.5,0
@elastos_houston,@elastos_houston,<[2020-09-26T15:53:06.618Z]>,User,,,,,,,Mon Dec 10 12:13:56 CST 2018,,,,"Hi, I'm Michael S, a proud Elastos TG moderator & Council member. I'm honored to be a part of the CR community as we build a new, secure web together! #DAO",,http://pbs.twimg.com/profile_images/1275215947947786240/Xt1KoKs-_bigger.jpg,238,661,Houston_Supernode.ELA,"Texas, USA",,,,2,2,4,2,2,4,0.000967,0,0.042374,4,2,0.625,0.7,5
@me36919640,@me36919640,<[2020-09-26T15:53:08.965Z]>,User,,,,,,,Tue Aug 04 12:50:54 CDT 2020,,,,Tangled in thoughts,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,4,0,Me,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@comandantee7,@comandantee7,<[2020-09-26T15:53:12.218Z]>,User,,,,,,,Thu Jun 02 19:17:41 CDT 2011,,,,,,http://pbs.twimg.com/profile_images/1160618801295253508/odk0ViX8_bigger.jpg,205,97,ルイス,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@dougschmieder,@dougschmieder,<[2020-09-26T15:53:14.466Z]>,User,,,,,,,Wed Dec 28 19:56:44 CST 2011,,,,cleaner than your church shoes,,http://pbs.twimg.com/profile_images/935360136620765186/la9rfQaV_bigger.jpg,106,91,Doogla,NY,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@bader_aziz99,@bader_aziz99,<[2020-09-26T15:53:15.388Z]>,User,,,,,,,Tue May 13 20:19:04 CDT 2014,,,,‏‏‏‏‏‏م.ميكانيكي الهندسة (عشقي)، الطيران (حلمي)، أبحث عن الجمال في الحياة،عنان السماء طموحنا🇸🇦,,http://pbs.twimg.com/profile_images/1259654561435877378/E0lc6K70_bigger.jpg,592,213,بدر عزيزالرحمن,"الرياض, المملكة العربية السعود",,,,0,2,2,0,2,2,0.000678,0,0,29,1,1,1,0
@eremnews,@eremnews,<[2020-09-26T15:53:15.388Z]>,User,,,,,,,Sun Dec 11 03:29:46 CST 2011,,,,عمق في التحليل، وتغطية شاملة... ولمحبي أخبار الرياضة: @EremSports وعلى انستغرام: https://www.instagram.com/eremnews/,,http://pbs.twimg.com/profile_images/1065245535613923330/BREG1Ujl_bigger.jpg,1388,534253,إرم نيوز,Middle East,,,,2,0,2,2,0,2,0.000967,0,0,29,0,0,0,0
@themooncarl,@themooncarl,<[2020-09-26T15:53:16.066Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000794,0.001701,0,45,0,0,0,0
@octogenariot,@octogenariot,<[2020-09-26T15:53:18.294Z]>,User,,,,,,,Thu Feb 08 07:59:29 CST 2018,,,,《he/she (enebe) LG(BT) 🏳️‍🌈 》sometimes i draw》18,,http://pbs.twimg.com/profile_images/1285984656379326464/MqgCsLF0_bigger.jpg,544,208,l/e/a/nny the champiñon 🎃,che boludo,,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@mcwiiwi,@mcwiiwi,<[2020-09-26T15:53:19.712Z]>,User,,,,,,,Mon Dec 03 17:08:51 CST 2012,,,,Saint Anne Industry -🐴🐴,,http://pbs.twimg.com/profile_images/1231008651957108737/q1DVU-0H_bigger.jpg,183,126,Wiwi,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@delzoh,@delzoh,<[2020-09-26T15:53:19.896Z]>,User,,,,,,,Thu Apr 02 02:37:34 CDT 2009,,,,,,http://pbs.twimg.com/profile_images/568282093788999680/TN0hVE_J_bigger.jpeg,1097,259,Gabbaghoul,Toronto,,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@shabeer27314194,@shabeer27314194,<[2020-09-26T15:53:20.479Z]>,User,,,,,,,Wed Jul 15 11:41:21 CDT 2020,,,,labalabadab .babay....,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,36,3,narco hunter,,,,,0,6,6,0,6,6,0.000678,0,0.041199,30,2,0.75,0.833333,0
@michiganpunkrat,@michiganpunkrat,<[2020-09-26T15:53:20.479Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000774,0.001698,0,30,0,0,0,0
@woc4bernie3,@woc4bernie3,<[2020-09-26T15:53:20.479Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000774,0.001698,0,30,0,0,0,0
@mhe_man,@mhe_man,<[2020-09-26T15:53:20.479Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000774,0.001698,0,30,0,0,0,0
@terrydeangelo3,@terrydeangelo3,<[2020-09-26T15:53:20.479Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000774,0.001698,0,30,0,0,0,0
@asiheteoc,@asiheteoc,<[2020-09-26T15:53:20.479Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000774,0.001698,0,30,0,0,0,0
@yvimindrocket,@yvimindrocket,<[2020-09-26T15:53:21.035Z]>,User,,,,,,,Mon Apr 20 02:07:28 CDT 2020,,,,genius love light,,http://pbs.twimg.com/profile_images/1252135702382460929/y-DqD_rn_bigger.jpg,42,2,Mindrocket | Yvi Scholz,"Berlin, Germany",,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@astrojordy,@astrojordy,<[2020-09-26T15:53:23.715Z]>,User,,,,,,,Sat Jun 22 15:20:09 CDT 2019,,,,Just a 17 year old Tesla Shareholder🚘🔋Everything Elon🧠❤️Astrophotography📸🚀 FUTURE Tesla owner,,http://pbs.twimg.com/profile_images/1302744488591282176/pso73Fhy_bigger.jpg,411,764,jordy🚀,"Phoenix, AZ",,,,0,3,3,0,3,3,0.000678,0,0.042516,35,2,0.666667,0.75,0
@alfonsocerda_,@alfonsocerda_,<[2020-09-26T15:53:24.572Z]>,User,,,,,,,Wed Sep 16 14:34:06 CDT 2009,,,,• NBA Addict • Apple Lver • Jailbreak User • Given Name Alfonso but they called me iPhonSO :),,http://pbs.twimg.com/profile_images/1308403180913467393/_DTpTBOH_bigger.jpg,460,849,iPhonSO_ ,Made Of Heaven,,,,0,3,3,0,3,3,0.000678,0,0.041128,31,2,0.625,0.7,0
@drsepah,@drsepah,<[2020-09-26T15:53:24.572Z]>,User,,,,,,,Thu Sep 12 11:54:14 CDT 2013,,,,🤴🏻 I maximize men in mind & body @MaximusTribe 👨‍🏫 I train psychiatrists in ACT. 🧙🏻‍♂️ I coach CEOs & VCs for optimal health & performance. 👨🏻‍💼,,http://pbs.twimg.com/profile_images/1298780508554313729/OMe6r8VA_bigger.jpg,2955,15827,Dr. Cameron Sepah 🤴🏻 🧝🏻‍♂️ 🧙🏻‍♂️ 🤵🏻,"Santa Monica, CA",,,,2,1,3,2,1,3,0.000871,0.003391,0.040849,31,2,0.571429,0.625,0
@paredesalbert14,@paredesalbert14,<[2020-09-26T15:53:25.279Z]>,User,,,,,,,Mon Mar 04 18:52:15 CST 2013,,,,Me gusta la ciencia 🧪,,http://pbs.twimg.com/profile_images/1249454423081959425/bVKw3B4K_bigger.jpg,41,14,Albert Paredes,"Caracas, Venezuela",,,,0,3,3,0,3,3,0.000678,0,0.041128,32,2,0.625,0.7,0
@lexfridman,@lexfridman,<[2020-09-26T15:53:25.279Z]>,User,,,,,,,Fri Dec 02 21:06:19 CST 2011,,,,AI researcher at MIT and beyond. Podcast host. Not a robot.,,http://pbs.twimg.com/profile_images/956331551435960322/OaqR8pAB_bigger.jpg,1,322954,Lex Fridman,"Boston, MA",,,,2,1,3,2,1,3,0.000871,0.003391,0.040849,32,2,0.571429,0.625,0
@robinjulian74,@robinjulian74,<[2020-09-26T15:53:25.308Z]>,User,,,,,,,Tue Jul 23 17:17:42 CDT 2019,,,,"#Mom👩‍👦 #Christian #ChristisKing✝️ #KISSArmy #CUE🇺🇸 #Cherokee
#empath #truthseeker #Starchild
#WWG1WGA  #TRUMP/***2020🇺🇸
#46 #AWAKENED 🌟 ❤GenFlynn",,http://pbs.twimg.com/profile_images/1278847864483921920/rAPMVbxN_bigger.jpg,4999,3720,Robin Julian 🌟🇺🇲,USA,,,,0,2,2,0,2,2,0.000678,0,0,33,3,0.466667,0.5,0
@cyrusaparsa1,@cyrusaparsa1,"<[2020-09-26T15:53:25.308Z, 2020-09-26T15:53:25.309Z]>",User,,,,,,,Sat Aug 03 21:59:09 CDT 2019,,,,"CEO-Author-Advisory: A.I.-Robotics-5G, Quantum, Bio-Digital Social Programming-UFO-China & Iran

A.I. BOOK https://t.co/j3zBDgc88s

A.I. U Tube VIDEOS https://t.co/Sj02nQJya8",,http://pbs.twimg.com/profile_images/1308180858717708289/a9ZnY47s_bigger.jpg,38,59891,"Cyrus A Parsa, The A.I. Organization, ✍ 塞瑞斯, AI组织","Land of the Free, Wise & Brave",,,,2,10,12,2,11,13,0.000967,0,0.042958,33,2,0.8125,0.884615,13
@jimfarley98,@jimfarley98,<[2020-09-26T15:53:25.309Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000761,0.001771,0,33,0,0,0,0
@daimler,@daimler,<[2020-09-26T15:53:25.309Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000761,0.001771,0,33,0,0,0,0
@mercedesbenz,@mercedesbenz,<[2020-09-26T15:53:25.309Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000761,0.001771,0,33,0,0,0,0
@ford,@ford,<[2020-09-26T15:53:25.309Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000761,0.001771,0,33,0,0,0,0
@fbiwfo,@fbiwfo,<[2020-09-26T15:53:25.309Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000761,0.001771,0,33,0,0,0,0
@thejusticedept,@thejusticedept,<[2020-09-26T15:53:25.309Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000761,0.001771,0,33,0,0,0,0
@hrw,@hrw,<[2020-09-26T15:53:25.309Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000761,0.001771,0,33,0,0,0,0
@time,@time,<[2020-09-26T15:53:25.309Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000761,0.001771,0,33,0,0,0,0
@cosmicpilot427,@cosmicpilot427,<[2020-09-26T15:53:26.518Z]>,User,,,,,,,Mon Aug 13 18:24:53 CDT 2018,,,,"Youtube:https://www.youtube.com/channel/UCNr8nLR7wpk3ZyiY_lW6cpw
Discord:https://discord.gg/bJMchda",,http://pbs.twimg.com/profile_images/1212208417332498433/McPNse5R_bigger.jpg,28,2,Sir Jitterbug,"Manchester, England",,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@andrprimo2,@andrprimo2,<[2020-09-26T15:53:26.525Z]>,User,,,,,,,Wed Jan 17 15:19:49 CST 2018,,,,,,http://pbs.twimg.com/profile_images/1202590615206342661/vO8lL4Y1_bigger.jpg,239,135,André,WIP,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@foxmonsieur,@foxmonsieur,<[2020-09-26T15:53:28.177Z]>,User,,,,,,,Sat Oct 04 08:39:02 CDT 2008,,,,"Editorial / Media / Prod Consultant • VG/Tech Journalist • Burning Podcaster • Zero Fox Given • Founder @Blueprint_PM.

PP by @lbvRukga",,http://pbs.twimg.com/profile_images/1265692773266702336/bhh_FPpk_bigger.jpg,193,3078,Franck Ext. - Eddie Vader 🦊,Behind you,,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@dacoldest19,@dacoldest19,<[2020-09-26T15:53:29.726Z]>,User,,,,,,,Sat Sep 26 10:48:33 CDT 2020,,,,anyone got a dart,,http://pbs.twimg.com/profile_images/1309882880810647552/9NVtyVdG_bigger.jpg,0,0,John Goodman,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@shelly84718689,@shelly84718689,<[2020-09-26T15:53:36.107Z]>,User,,,,,,,Wed Aug 26 04:46:50 CDT 2020,,,,,,http://pbs.twimg.com/profile_images/1308516322838548487/t8Yy64tL_bigger.jpg,158,17,Shellybon,Distopya,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@imravia_,@imravia_,<[2020-09-26T15:53:38.189Z]>,User,,,,,,,Thu May 30 04:26:52 CDT 2013,,,,Rewriting the rules.,,http://pbs.twimg.com/profile_images/1123493381122826240/ew63Q47Z_bigger.jpg,694,602,Ravi Asodariya,India,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@okhomoe,@okhomoe,<[2020-09-26T15:53:38.980Z]>,User,,,,,,,Sun Jan 20 21:20:08 CST 2019,,,,http://www.OKHO.moe,,http://pbs.twimg.com/profile_images/1172348084958838790/dSrnZeW__bigger.jpg,1,6,OKHO,USA,,,,0,3,3,0,3,3,0.000678,0,0.041647,4,2,0.666667,0.75,0
@teslalife4,@teslalife4,<[2020-09-26T15:53:38.980Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000871,0.001717,0,4,0,0,0,0
@sumgirl87,@sumgirl87,<[2020-09-26T15:53:45.612Z]>,User,,,,,,,Thu Mar 19 11:29:22 CDT 2009,,,,"Californiatarian. Love tv and pop culture. Not addicted to social media. Also, your dog's best friend.",,http://pbs.twimg.com/profile_images/1268452732735614976/edqGvyLN_bigger.jpg,1920,296,Jen,Bay Area,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@btrader2020,@btrader2020,<[2020-09-26T15:53:45.940Z]>,User,,,,,,,Thu May 07 03:32:11 CDT 2020,,,,crow knee capital-elitist.,,http://pbs.twimg.com/profile_images/1258314360591724545/1iT_Ghx3_bigger.jpg,330,16,blacksawanTrader2020,,,,,0,2,2,0,2,2,0.000678,0,0.04113,10,3,0.538462,0.619048,0
@hailtopowell,@hailtopowell,<[2020-09-26T15:53:45.967Z]>,User,,,,,,,Sat Oct 25 07:36:02 CDT 2014,,,,"GA➡️NJ➡️MSU➡️PITT 11/4/2003, 9/29/2017",,http://pbs.twimg.com/profile_images/1071658535132585984/TX0z-w1I_bigger.jpg,283,107,Adam,,,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@rolandkertesz,@rolandkertesz,<[2020-09-26T15:53:48.614Z]>,User,,,,,,,Thu Sep 01 06:02:01 CDT 2016,,,,"Elon Musk and Tesla fan boii, and also a weeb. AYAYA",,http://pbs.twimg.com/profile_images/1303594420546211840/-Vdp7czw_bigger.jpg,66,29,🔋Roland Kertész🔋,,,,,0,2,2,0,2,2,0.000678,0,0,34,1,1,1,0
@twominutepapers,@twominutepapers,<[2020-09-26T15:53:48.614Z]>,User,,,,,,,Wed Jan 14 14:11:54 CST 2015,,,,📜 Two Minute Papers - What a time to be alive!,,http://pbs.twimg.com/profile_images/1218465731123335170/H68927B9_bigger.jpg,1031,18202,Two Minute Papers 📜,,,,,2,0,2,2,0,2,0.000967,0,0,34,0,0,0,0
@charleskc_,@charleskc_,<[2020-09-26T15:53:52.743Z]>,User,,,,,,,Sat Jan 13 14:29:05 CST 2018,,,,uwu gang ambassador 😳 19,,http://pbs.twimg.com/profile_images/1260360703279607808/cxKh6mTX_bigger.jpg,142,36,Charlie,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@cynvalvar,@cynvalvar,<[2020-09-26T15:53:54.098Z]>,User,,,,,,,Fri Jul 30 23:49:35 CDT 2010,,,,Creativity & Digital Passionate. Stay curious.,,http://pbs.twimg.com/profile_images/516375431952760832/PrM1xnWD_bigger.jpeg,663,203,cynthia valvar,Positively somewhere,,,,0,3,3,0,3,3,0.000678,0,0.047822,14,2,0.625,0.7,0
@133juancho,@133juancho,<[2020-09-26T15:53:57.707Z]>,User,,,,,,,Thu Feb 06 16:40:54 CST 2014,,,,X’O till overdose,,http://pbs.twimg.com/profile_images/1241076838782418945/LUtY8MpX_bigger.jpg,297,65,juan esteban,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@marc_tr,@marc_tr,<[2020-09-26T15:53:57.707Z]>,User,,,,,,,Thu Nov 24 10:56:54 CST 2011,,,,Entre youporn i more than words - Pau Vallvé,,http://pbs.twimg.com/profile_images/1300744331335213056/6rk7eluk_bigger.jpg,772,178,Sigarrito,Barcelona,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@jamirleal00,@jamirleal00,<[2020-09-26T15:53:59.579Z]>,User,,,,,,,Sat Sep 14 18:14:19 CDT 2013,,,,brainless,,http://pbs.twimg.com/profile_images/1260026407645638656/cIEXkF_-_bigger.jpg,135,33,Jamir Leal,"La Paz, Baja California Sur",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@brian73996459,@brian73996459,<[2020-09-26T15:53:59.744Z]>,User,,,,,,,Sun Jan 06 08:15:10 CST 2019,,,,Engineer and Dad that loves all things space.,,http://pbs.twimg.com/profile_images/1081919378113859591/ZkLTwbNI_bigger.jpg,30,6,Brian,,,,,0,4,4,0,4,4,0.000678,0,0.04134,36,2,0.7,0.785714,0
@teslaevangelist,@teslaevangelist,<[2020-09-26T15:53:59.744Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000823,0.001704,0,36,0,0,0,0
@kiki_zilla,@kiki_zilla,<[2020-09-26T15:54:00.321Z]>,User,,,,,,,Wed Aug 17 14:44:07 CDT 2016,,,,Instagram kiki_zilla Website http://kikillustration.com Art mom. Plots to save the 🌍 🌎 with  🌈.,,http://pbs.twimg.com/profile_images/894517821882986496/qGMhIrwy_bigger.jpg,56,28,Kiki Dondzila,"Georgia, USA",,,,0,2,2,0,2,2,0.000678,0,0.041133,28,2,0.666667,0.75,0
@elysium55,@elysium55,<[2020-09-26T15:54:01.198Z]>,User,,,,,,,Mon Jul 20 20:43:01 CDT 2015,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,183,111,Dave Gayle,"Seattle, WA",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@estiven_carmona,@estiven_carmona,<[2020-09-26T15:54:01.545Z]>,User,,,,,,,Mon Dec 05 01:35:02 CST 2016,,,,,,http://pbs.twimg.com/profile_images/1262593901300461569/hWVlJU57_bigger.jpg,203,13,Estiven C,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@luca_zinman,@luca_zinman,<[2020-09-26T15:54:02.074Z]>,User,,,,,,,Mon Feb 14 13:23:44 CST 2011,,,,Zinman marche de volailles,,http://pbs.twimg.com/profile_images/1165217787247247360/uaAQdbxC_bigger.jpg,294,125,Luca Guarascio,in my pants,,,,0,2,2,0,2,2,0.000678,0,0.042374,4,2,0.625,0.7,0
@splashminion,@splashminion,<[2020-09-26T15:54:02.452Z]>,User,,,,,,,Fri Feb 17 19:30:00 CST 2012,,,,"#BlackLivesMatter",,http://pbs.twimg.com/profile_images/1272029544321556482/WV5OJxS-_bigger.jpg,362,457,OLE OUT!!!!,,,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@balau_22,@balau_22,<[2020-09-26T15:54:03.123Z]>,User,,,,,,,Tue Mar 10 16:02:53 CDT 2020,,,,"Volley🏐/Swimming🏊🏼‍♂️, 🎸#musiciswin🎵g.relativity",,http://pbs.twimg.com/profile_images/1237485207571312641/zsy8CXxw_bigger.jpg,85,25,F.Βαlαυ,Portugal,,,,0,3,3,0,3,3,0.000678,0,0.000217,35,3,0.466667,0.571429,0
@hisdirtremoves,@hisdirtremoves,"<[2020-09-26T15:54:03.123Z, 2020-09-26T15:54:42.433Z]>",User,,,,,,,Wed Apr 22 17:17:01 CDT 2020,,,,,,http://pbs.twimg.com/profile_images/1253086278976811009/MNwEGKHx_bigger.jpg,6,1009,Callum,,,,,4,2,6,4,4,8,0.001064,0.000036,0.041063,35,2,0.6,0.666667,8
@sloppysteveo,@sloppysteveo,<[2020-09-26T15:54:03.798Z]>,User,,,,,,,Tue Mar 31 12:40:24 CDT 2009,,,,"Northern Michigan University Alumni. Real tweets. Always good, never boring.",,http://pbs.twimg.com/profile_images/826982512970829824/18eUdkfk_bigger.jpg,490,238,Steve,"Alpena/Marquette, MI ",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@khaleesyie,@khaleesyie,<[2020-09-26T15:54:05.977Z]>,User,,,,,,,Fri May 08 22:55:33 CDT 2020,,,,Nv compte,,http://pbs.twimg.com/profile_images/1265489020840263684/-05JRQYC_bigger.jpg,116,0,Khaleesyie,,,,,0,2,2,0,2,2,0.000678,0,0.044335,14,2,0.625,0.7,0
@hbhuvansai1,@hbhuvansai1,<[2020-09-26T15:54:06.760Z]>,User,,,,,,,Sun Apr 08 06:33:27 CDT 2018,,,,,,http://pbs.twimg.com/profile_images/1307698361290506241/Hk0845r2_bigger.jpg,6,4,Steve Gates,south korea,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@njpromethium,@njpromethium,<[2020-09-26T15:54:06.861Z]>,User,,,,,,,Sat Feb 24 07:56:07 CST 2018,,,,"Lil Uzi and Lil Mosey Stan 💫 Minecraft Steve 🎮
Coder 💻

Waiting for Peaky Blinders Season 6 🔫🐴🍺",,http://pbs.twimg.com/profile_images/1287472786907127809/tDhrCOVx_bigger.jpg,127,51,nj 🍥,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@saythatwithast1,@saythatwithast1,<[2020-09-26T15:54:08.703Z]>,User,,,,,,,Sat Aug 29 10:55:52 CDT 2020,,,,Jesus Freak. Mother Of More Than Most. Equal Opportunist. Mind Speaker. Dead Head.,,http://pbs.twimg.com/profile_images/1299737918093787138/dX3isFto_bigger.jpg,31,2,SayThatWithAStraightFace,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@deiusionexpress,@deiusionexpress,<[2020-09-26T15:54:09.205Z]>,User,,,,,,,Sat Jul 19 19:06:08 CDT 2014,,,,♡,,http://pbs.twimg.com/profile_images/1294644433309310976/aQxcLfN-_bigger.jpg,2015,35,chasi *:･ﾟ✧,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@elonmusk_me,@elonmusk_me,"<[2020-09-26T15:54:10.727Z, 2020-09-26T15:54:39.333Z, 2020-09-26T15:55:13.032Z, 2020-09-26T15:55:24.547Z, 2020-09-26T15:55:35.675Z]>",User,,,,,,,Wed Sep 05 06:34:24 CDT 2012,,,,http://ElonMusk.me,,http://pbs.twimg.com/profile_images/1296709407917486080/sSPpHBtd_bigger.jpg,116,7,ElonMusk_me,Beijing,,,,0,6,6,0,7,7,0.000678,0,0.000216,35,2,0.875,0.928571,0
@realdonaldtrump,@realdonaldtrump,<[2020-09-26T15:54:10.727Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000774,0.000009,0,35,0,0,0,0
@chadwhi70521715,@chadwhi70521715,<[2020-09-26T15:54:13.692Z]>,User,,,,,,,Sun Sep 13 23:14:22 CDT 2020,,,,,,http://pbs.twimg.com/profile_images/1305359340568809478/DF_LFSx6_bigger.jpg,0,1,Chad White,,,,,0,5,5,0,5,5,0.000678,0,0.042735,16,2,0.727273,0.8125,0
@teslarati,@teslarati,<[2020-09-26T15:54:13.692Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000794,0.001762,0,16,0,0,0,0
@cnbc,@cnbc,<[2020-09-26T15:54:13.692Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000794,0.001762,0,16,0,0,0,0
@yevges,@yevges,<[2020-09-26T15:54:15.192Z]>,User,,,,,,,Sat Apr 20 23:25:26 CDT 2019,,,,i think I'm good at stuff that I'm probably okay at when the demographics scale. memes and debate are my favorite.,,http://pbs.twimg.com/profile_images/1290004143294361600/82TM-0h8_bigger.jpg,69,6,Yevgen Stepantsov,"Florida, USA",,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@henrygerstel,@henrygerstel,<[2020-09-26T15:54:18.291Z]>,User,,,,,,,Thu Apr 28 10:41:38 CDT 2011,,,,https://join.robinhood.com/henryg392,,http://pbs.twimg.com/profile_images/1306060721898348545/CxWHLBl6_bigger.jpg,309,45,Henry Gerstel,Costa Rica,,,,0,9,9,0,9,9,0.000678,0,0.041558,35,2,0.8,0.875,0
